date,sales,customers,category,region,promotion,satisfaction,sales_per_customer,sales_zscore,rolling_avg_sales,sales_momentum,peak_sales,year,month,day_of_week,is_weekend,sales_MA,sales_volatility
2023-09-02,879.9703592944223,24,A,South,1,2.0671781977353234,36.665431637267595,-1.246138555628557,992.1976536603291,-0.19014339678243541,1385.2731490654721,2023,9,5,1,992.3589858073311,103.64515461096487
2023-09-03,966.5498764159051,22,B,East,0,3.0237032005855755,43.93408529163205,-0.3615242841791894,996.873156930721,0.09838912891441476,1245.5300139910894,2023,9,6,1,988.714084286217,102.52269526349322
2023-09-04,952.5054688839044,35,D,West,0,4.110911640271173,27.214441968111554,-0.505021080533764,977.9106048456185,-0.014530452979911623,1244.5751979616825,2023,9,0,0,989.7070172974725,102.00441549939978
2023-09-05,934.6670767426288,31,B,East,1,4.433291755515432,30.150550862665444,-0.6872823912054451,979.8990549293184,-0.018727863223901187,1245.5300139910894,2023,9,1,0,988.3186485446935,102.4753004099182
2023-09-06,1176.5454240281097,32,B,South,0,4.379456341642034,36.76704450087843,1.7840762520068427,1006.7589218114326,0.25878556472582903,1245.5300139910894,2023,9,2,0,995.8213745050609,107.78598358472988
2023-09-07,1040.4981710960956,28,C,West,0,2.438702244892271,37.1606489677177,0.39403221461315974,1005.3302708397254,-0.11563280954018118,1307.8880808455237,2023,9,3,0,996.8983997436429,108.07485068770623
2023-09-08,873.9116045664955,31,D,North,1,3.7489373738427316,28.190696921499853,-1.3080430461793078,974.9497115753659,-0.16010269999236248,1244.5751979616825,2023,9,4,0,984.9799246736144,100.78440384346096
2023-09-09,1091.7861947054776,34,B,South,0,2.25133679009688,32.11135866780816,0.9180605200105088,1005.209116634088,0.24930964298964642,1245.5300139910894,2023,9,5,1,994.2636818057695,97.1856058803841
2023-09-10,1212.2156197012632,34,B,North,0,1.2436221729407309,35.65340057944892,2.148531555142665,1040.3042228177108,0.11030495309411092,1245.5300139910894,2023,9,6,1,999.0500018278966,104.25304791260996
2023-09-11,1103.2465260551146,43,D,West,0,3.806261062411769,25.656895954770107,1.0351548744777734,1061.838659556455,-0.08989250086795852,1244.5751979616825,2023,9,0,0,1007.8672722670326,101.37227703927202
2023-09-12,848.0630034045987,27,A,South,0,1.0393102102791514,31.409740866836987,-1.5721475624095433,1049.4666490795937,-0.23130235774498853,1385.2731490654721,2023,9,1,0,1004.3758119331505,105.07039665962483
2023-09-13,951.5765927133749,27,A,South,1,2.6367303498339543,35.24357750790278,-0.5145117446559339,1017.32824460606,0.12205884337981354,1385.2731490654721,2023,9,2,0,999.1318630337053,103.58943724735182
2023-09-14,1126.6911149186624,29,B,West,0,2.317517077208303,38.851417755815945,1.2746967267135287,1029.6415222949981,0.18402567228556643,1245.5300139910894,2023,9,3,0,1003.1406334673426,106.17623535241555
2023-09-15,929.2330534381219,38,B,East,1,3.7735101540754097,24.453501406266366,-0.7428037746270029,1037.544586419516,-0.17525483148484333,1245.5300139910894,2023,9,4,0,1004.3742178417109,105.05218936522257
2023-09-16,1044.3819428146228,28,A,South,0,4.064981891041516,37.29935510052224,0.4337141163317838,1030.7725504351085,0.12391820216731952,1385.2731490654721,2023,9,5,1,1008.2379616330649,104.29305002158291
2023-09-17,1077.4634053429336,33,C,South,1,2.2163785438851353,32.65040622251314,0.7717193957086528,1011.5222340982042,0.03167563625157643,1307.8880808455237,2023,9,6,1,1008.5547493147137,104.49494702285814
2023-09-18,907.3069528421917,32,D,North,0,4.246508057779414,28.35334227631849,-0.9668306824830375,983.5308664963579,-0.15792318482184065,1244.5751979616825,2023,9,0,0,1007.8995365151773,105.08415399928512
2023-09-19,994.04746439382,35,D,East,1,2.175667042019735,28.401356125537713,-0.08057147265487637,1004.385789494818,0.09560216779989239,1244.5751979616825,2023,9,1,0,1006.9795900296979,105.0804671481094
2023-09-20,675.8732659930927,31,C,North,0,2.785305439946245,21.80236341913202,-3.331472448659597,964.9995999633493,-0.32007948291961397,1307.8880808455237,2023,9,2,0,996.0234594297884,121.23497539904834
2023-09-21,897.561235866571,32,C,North,1,3.9080741080565358,28.048788620830344,-1.066406201136528,932.2667600987648,0.3280022765033348,1307.8880808455237,2023,9,3,0,994.7808351173602,122.07187320314868
2023-09-22,974.743184860684,31,C,East,1,3.7716809168991543,31.44332854389303,-0.2778102855151847,938.7682074448451,0.08599073345630392,1307.8880808455237,2023,9,4,0,986.7924609816317,114.83146369509926
2023-09-23,875.221681803515,31,C,East,0,4.9494738892488,28.232957477532743,-1.2946575127517845,914.6024558718298,-0.10210022968397892,1307.8880808455237,2023,9,5,1,980.520120300689,115.63944906392688
2023-09-24,1163.2411303931635,33,C,West,1,1.9006440968637275,35.24973122403526,1.648141467287351,926.8564165932912,0.3290817110427895,1307.8880808455237,2023,9,6,1,992.7119666026531,114.95548364363313
2023-09-25,856.9858622039367,26,C,East,0,3.6492716541583294,32.96099470015141,-1.480979483648529,919.6676893592547,-0.26327754425749694,1307.8880808455237,2023,9,0,0,987.3233142935529,117.4596096355181
2023-09-26,955.9955513303016,30,D,South,0,3.4387276331031096,31.86651837767672,-0.4693616446387142,914.231701778752,0.11553246499509195,1244.5751979616825,2023,9,1,0,988.0624542204575,117.18076458413908
2023-09-27,1013.0740577286091,19,C,East,0,4.66039381796012,53.31968724887416,0.11383011978414631,962.4032434552545,0.05970582846215211,1307.8880808455237,2023,9,2,0,985.6568116954238,115.85014988231585
2023-09-28,1144.1273289066116,35,A,West,0,1.6254485665795002,32.68935225447462,1.4528488375891597,997.6269710324032,0.12936198511669939,1385.2731490654721,2023,9,3,0,993.1027917870865,118.67848807516997
2023-09-29,856.413784882056,35,C,West,0,4.007192654347731,24.468965282344456,-1.4868246047595428,980.7227710354563,-0.25146986419729167,1307.8880808455237,2023,9,4,0,988.699039421378,121.27683808462307
2023-09-30,1116.316375215496,29,C,West,1,3.2730744650750734,38.49366811087917,1.1686942551229806,1015.1648700943107,0.30347782219459885,1307.8880808455237,2023,9,5,1,990.8929609986264,123.01621092515362
2023-10-01,1001.0233061019587,27,D,East,0,2.0986634791516217,37.07493726303551,-0.00929677240755758,991.9908951955671,-0.10327992285455889,1244.5751979616825,2023,10,6,1,988.0412205547913,121.70628232456419
2023-10-02,901.8491348952049,21,D,East,0,2.8977396565886964,42.94519689977166,-1.0225951843813625,998.3999341514626,-0.09907278941680553,1244.5751979616825,2023,10,0,0,988.7705130748175,121.10040919520374
2023-10-03,1046.2103474263272,32,C,North,0,2.335106388279191,32.694073357072725,0.45239558820033293,1011.2877621651805,0.16007246328167413,1307.8880808455237,2023,10,1,0,991.4258621084981,121.46916958525465
2023-10-04,1019.905969557347,32,D,North,0,3.3172536111538435,31.872061548667094,0.18363423634563417,1012.263749569286,-0.025142532697835396,1244.5751979616825,2023,10,2,0,993.6725454642796,121.34773452564924
2023-10-05,939.9783122841205,32,B,South,0,4.556002443258663,29.374322258878767,-0.6330155748123685,983.0996043375014,-0.07836767276488843,1245.5300139910894,2023,10,3,0,993.8495866489959,121.26252407284854
2023-10-06,1006.980208499002,22,D,North,0,3.277219937648808,45.77182765904554,0.05156705600420721,1004.6090934256366,0.07128025757537815,1244.5751979616825,2023,10,4,0,988.1974127980255,116.3036490589347
2023-10-07,961.4686403138239,36,D,South,1,3.526889673306336,26.707462230939555,-0.4134411130314201,982.4879884396835,-0.045196090053266524,1244.5751979616825,2023,10,5,1,985.5630951052832,115.97272179520635
2023-10-08,1011.3517345251248,31,D,West,1,3.074991388458838,32.62424950081048,0.09623252006881433,983.9634782144215,0.05188218535658007,1244.5751979616825,2023,10,6,1,990.1444327705709,114.10972226652396
2023-10-09,1066.2130674521047,24,D,North,0,1.2046620257819036,44.42554447717103,0.6567706204355072,1007.4440400082642,0.05424555182351054,1244.5751979616825,2023,10,0,0,989.2919951954585,113.41766308269477
2023-10-10,1158.6016816145352,27,A,East,1,1.931434227504377,42.91117339313093,1.6007385394623515,1023.4999448922939,0.08665117412527001,1385.2731490654721,2023,10,1,0,987.5048639259008,110.15951366593315
2023-10-11,876.2184501173151,26,A,North,0,2.968006917728331,33.700709619896735,-1.2844731700223275,1002.9731564008608,-0.24372762095745737,1385.2731490654721,2023,10,2,0,979.9372613946409,109.73147638607135
2023-10-12,1213.3033374656266,27,A,South,0,2.240941134978819,44.93716064687506,2.159645161335625,1042.0195885696473,0.384704165157878,1385.2731490654721,2023,10,3,0,992.1119391966752,114.74276065196439
2023-10-13,804.7912200477498,26,C,North,0,1.7270543910447769,30.95350846337499,-2.0142710389683622,1013.1354473623257,-0.33669413476697874,1307.8880808455237,2023,10,4,0,987.2190934411543,119.55937377394453
2023-10-14,984.8214904964417,37,C,West,0,3.0165313676737533,26.61679704044437,-0.17483658811155597,1016.4715688169854,0.22369810450716687,1307.8880808455237,2023,10,5,1,982.4901059604136,116.62218336124673
2023-10-15,1058.8317206484576,24,B,East,0,2.2912391737914013,44.1179883603524,0.5813527278193881,1023.2544239774616,0.07515090893752507,1245.5300139910894,2023,10,6,1,986.8100615340915,116.98115732612705
2023-10-16,1028.0991867735033,29,A,South,1,2.032430572693659,35.45169609563805,0.26734730289377434,1017.8095838805184,-0.02902494634004049,1385.2731490654721,2023,10,0,0,986.2673029993875,116.74235951599438
2023-10-17,937.7300480179406,23,C,East,1,2.855941669761523,40.770871652953936,-0.6559869047755721,986.2564933667192,-0.08789924155000006,1307.8880808455237,2023,10,1,0,981.6095244218876,115.76177465331443
2023-10-18,979.1877749642724,34,D,East,1,1.5331370323286926,28.79964044012566,-0.23239829931918665,1000.9663969162846,0.044210726780015364,1244.5751979616825,2023,10,2,0,984.0055518259571,114.91160470239511
2023-10-19,950.6999065341167,29,D,South,1,4.710982932301629,32.78275539772817,-0.5234691647425581,963.4516210689261,-0.029093366112740826,1244.5751979616825,2023,10,3,0,982.5606332306338,115.05342421300274
2023-10-20,941.0635243055789,35,A,East,0,4.470808391676956,26.88752926587368,-0.6219275707018411,982.9190931057586,-0.010136092538042152,1385.2731490654721,2023,10,4,0,991.4003085077165,99.8623354711622
2023-10-21,1084.9602097021025,32,B,East,1,3.8304823429621413,33.9050065531907,0.8483169599694853,997.2246244208533,0.1529085780927557,1245.5300139910894,2023,10,5,1,997.6469409689009,99.6509713036547
2023-10-22,1035.7015485965048,34,B,North,0,1.4248553103538248,30.461810252838376,0.34502338597832943,993.920314127717,-0.04540135266262213,1245.5300139910894,2023,10,6,1,999.6788864267617,99.78923883289482
2023-10-23,930.7090404739346,43,D,East,1,4.103509017878772,21.644396290091503,-0.7277230807196661,980.0074360849214,-0.10137332348768546,1244.5751979616825,2023,10,0,0,1001.528465049109,97.89922493693476
2023-10-24,1089.959987543325,19,B,East,1,4.231829312436076,57.36631513385921,0.89940150027959,1001.7545703028336,0.1711071238636479,1245.5300139910894,2023,10,1,0,999.0857602874477,94.58322970395666
2023-10-25,1030.7299520876609,26,A,East,1,4.07105847085735,39.64345969567926,0.2942267845438319,1009.1177384633177,-0.05434147687307633,1385.2731490654721,2023,10,2,0,1004.8772299502384,90.826923911475
2023-10-26,1081.286211883896,39,D,East,1,1.4558635484769646,27.72528748420246,0.810778394136425,1027.7729249418576,0.04904898678246172,1244.5751979616825,2023,10,3,0,1009.053585302025,91.38060399422062
2023-10-27,1062.9628841923611,26,C,South,0,3.575631828271059,40.88318785355235,0.6235623213829635,1045.1871192113979,-0.01694586270513021,1307.8880808455237,2023,10,4,0,1010.71654618415,91.90870919400908
2023-10-28,917.1004989077928,29,C,West,1,4.337299182997594,31.624155134751476,-0.8667664767012992,1021.2071605264964,-0.13722246322400478,1307.8880808455237,2023,10,5,1,1003.1489851841894,89.86898546791637
2023-10-29,943.9818959803031,19,B,North,1,3.309413604878671,49.68325768317385,-0.5921095107416287,1008.1043530098962,0.029311288244335598,1245.5300139910894,2023,10,6,1,1006.0679222207976,86.28951299937049
2023-10-30,1074.7293605123261,14,D,East,0,3.585629500912356,76.76638289373759,0.7437846698479837,1028.6786844439523,0.13850632632763027,1244.5751979616825,2023,10,0,0,1004.6816883973586,84.77811688013784
2023-10-31,1061.0370265433464,39,D,East,0,2.8334539177052247,27.20607760367555,0.6038851365505755,1024.5468328725267,-0.012740262313530315,1244.5751979616825,2023,10,1,0,1006.6821457454048,85.39462743316363
2023-11-01,997.9098406035852,30,C,South,1,3.1148292795362105,33.26366135345284,-0.041108176595247,1019.8582455176586,-0.05949574271259639,1307.8880808455237,2023,11,2,0,1009.8841692690177,83.09828704264355
2023-11-02,1011.7327383308782,27,D,West,0,1.1375074334069009,37.471582901143634,0.10012537388980582,1009.9220350100848,0.013851850302360136,1244.5751979616825,2023,11,3,0,1008.7349156325025,82.81650602670244
2023-11-03,1127.7664895788425,41,D,East,0,3.5558520878931383,27.506499745825426,1.2856842189423845,1019.1796929224391,0.11468814525009119,1244.5751979616825,2023,11,4,0,1012.3302662998859,85.6123104267061
2023-11-04,940.842861116417,29,D,South,0,1.3257888515646368,32.44285727987645,-0.624182166393825,1022.5714589522426,-0.16574674827608238,1244.5751979616825,2023,11,5,1,1012.3590845942957,85.58725778036268
2023-11-05,1054.7097381170038,26,B,North,1,2.7400583773608935,40.565759158346296,0.539236939983881,1038.3897221146285,0.12102645585838934,1245.5300139910894,2023,11,6,1,1013.9500689148957,85.9267712987505
2023-11-06,979.7807347566106,25,D,North,0,2.1706203906696313,39.191229390264425,-0.22633981444727372,1024.825632720955,-0.07104229784980043,1244.5751979616825,2023,11,0,0,1014.5604720629887,85.60554204540097
2023-11-07,978.231879677278,32,A,East,1,3.1817118008468523,30.569746239914938,-0.24216502753620767,1012.9963260258021,-0.0015808180589684806,1385.2731490654721,2023,11,1,0,1013.4564769013938,85.86152896024845
2023-11-08,1109.877685198719,22,B,East,1,1.5336653420928283,50.44898569085087,1.102907828175282,1028.9917323965358,0.13457525588398478,1245.5300139910894,2023,11,2,0,1014.9119641596141,87.14714088620691
2023-11-09,1082.541634898803,25,D,West,1,3.766573607893273,43.30166539595212,0.8236055055897561,1039.1072890490964,-0.024629786384993912,1244.5751979616825,2023,11,3,0,1012.3766292690897,83.86736255301649
2023-11-10,1081.3509636000638,37,D,West,1,4.180046147713881,29.225701718920643,0.8114399858630519,1032.4764996235565,-0.0010998849931999066,1244.5751979616825,2023,11,4,0,1019.2143797185147,80.68543958219522
2023-11-11,1130.547880715433,30,A,East,0,1.653417798972626,37.6849293571811,1.3141026991524125,1059.5772167091302,0.04549579070201348,1385.2731490654721,2023,11,5,1,1016.4558644935082,75.03801505399481
2023-11-12,1002.1003841632759,37,B,South,1,1.4172523494075286,27.083794166575025,0.0017081240874096033,1052.0615947157405,-0.11361526454843551,1245.5300139910894,2023,11,6,1,1023.0328366306925,63.625214213155125
2023-11-13,1068.1952971294963,20,C,West,0,1.5820619311494366,53.409764856474816,0.6770237786906022,1064.6922464832955,0.06595637923181497,1307.8880808455237,2023,11,0,0,1025.811963518461,63.719401880321435
2023-11-14,968.9733243406544,31,C,East,1,4.508510247594007,31.25720401098885,-0.3367630393533556,1063.3695957209206,-0.09288748326778429,1307.8880808455237,2023,11,1,0,1022.8166836415343,64.22371422586956
2023-11-15,1032.4166352488442,29,B,West,0,3.1127570470254247,35.600573629270485,0.31146023704394804,1052.3037314423673,0.06547477553250536,1245.5300139910894,2023,11,2,0,1022.9605985907123,64.24079472126301
2023-11-16,986.9856945632315,37,D,East,1,2.8690439840300104,26.6752890422495,-0.15272413163845344,1038.6528828229998,-0.04400446402596214,1244.5751979616825,2023,11,3,0,1024.6024534755552,62.59574399742017
2023-11-17,1009.6995964992718,29,D,North,0,1.426847276409417,34.81722746549213,0.07935202772299711,1028.4169732371724,0.023013405423360167,1244.5751979616825,2023,11,4,0,1025.6195141933886,62.07813696374248
2023-11-18,1059.5157025436913,32,C,East,1,3.598224027027847,33.10986570449035,0.5883412184699857,1018.2695192126378,0.04933755170066112,1307.8880808455237,2023,11,5,1,1029.2467073937075,60.71370510373416
2023-11-19,918.1779316766527,19,C,North,1,4.47199836758036,48.325154298771196,-0.8557579560309501,1006.2805974288347,-0.1333984673636398,1307.8880808455237,2023,11,6,1,1028.4838543060769,61.99026799314729
2023-11-20,1209.238727568546,35,C,West,0,4.312743477293812,34.54967793052989,2.118115570476546,1026.4296589201274,0.3169982482157867,1307.8880808455237,2023,11,0,0,1032.6264715682917,69.58222959969649
2023-11-21,899.3982618500298,25,A,East,1,3.504218835923205,35.975930474001196,-1.0476366415915053,1016.4903642786096,-0.25622770645257287,1385.2731490654721,2023,11,1,0,1028.0830286767425,73.70255391930696
2023-11-22,878.5811387212268,24,C,West,1,1.3011148666066945,36.60754744671778,-1.2603327251746343,994.5138647746643,-0.023145611918331865,1307.8880808455237,2023,11,2,0,1026.3454319516522,76.63358213693249
2023-11-23,1115.8110873500068,34,A,North,1,1.4495881087040519,32.817973157353144,1.1635315460681963,1012.9174923156321,0.27001484344868554,1385.2731490654721,2023,11,3,0,1027.2071352785417,77.51384464927035
2023-11-24,1079.1662693962935,25,B,East,0,1.1972359484392987,43.16665077585174,0.7891181742422249,1022.8413027294924,-0.032841417663937,1245.5300139910894,2023,11,4,0,1028.8216791888294,78.09203811150942
2023-11-25,1062.4119817052156,37,D,West,1,2.029916865969877,28.713837343384206,0.6179335512245194,1023.2550568954246,-0.015525214386519548,1244.5751979616825,2023,11,5,1,1028.1925381828732,77.72997752075676
2023-11-26,1062.834550926428,25,C,North,1,1.542645868641511,42.51338203705712,0.6222510939434884,1043.9202882168208,0.00039774515770618635,1307.8880808455237,2023,11,6,1,1028.188260407342,77.72800149865385
2023-11-27,998.7753227153086,29,D,West,0,2.0401921610097355,34.4405283694934,-0.03226523252291653,1013.8540875235012,-0.06027206036469335,1244.5751979616825,2023,11,0,0,1030.9107545342592,75.08842952624754
2023-11-28,910.2745628514168,31,D,South,0,2.5402322228758467,29.363695575852155,-0.9365095366331125,1015.4078448094139,-0.0886092776334223,1244.5751979616825,2023,11,1,0,1029.7871767632964,76.6695746642814
2023-11-29,1007.5804558193727,22,C,North,0,4.771931136284543,45.799111628153305,0.05770000018838577,1033.8363186805775,0.10689729993459007,1307.8880808455237,2023,11,2,0,1027.548879940198,76.29152935575343
2023-11-30,932.2838288487889,36,C,North,0,3.4415042391267683,25.896773023577467,-0.7116328977615656,1007.6181388946892,-0.0747301384576301,1307.8880808455237,2023,11,3,0,1023.2571066837129,77.94625039260558
2023-12-01,1097.511973341775,25,B,North,0,4.33989514273185,43.900478933671,0.9765628732832999,1010.2389537440437,0.17722944384545936,1245.5300139910894,2023,12,4,0,1026.5771777749858,78.9442264318718
2023-12-02,985.2942618497862,26,A,East,1,3.841406002849329,37.8959331480687,-0.17000611203354646,999.2221366218394,-0.10224736879206997,1385.2731490654721,2023,12,5,1,1025.6958952256161,79.26258362356478
2023-12-03,917.4502803207488,31,A,East,1,1.450012522106527,29.59517033292738,-0.8631926333711913,978.4529551067424,-0.06885656819077324,1385.2731490654721,2023,12,6,1,1018.685354917013,79.2243506561459
2023-12-04,967.8614158347007,35,D,East,1,3.9436816254957954,27.653183309562877,-0.3481238111110964,974.036682695227,0.05494699450778695,1244.5751979616825,2023,12,0,0,1019.5859734076224,78.45880093982312
2023-12-05,1041.2931454275624,39,C,South,0,2.1003955262364977,26.69982424173237,0.40215475516815896,992.7536230632478,0.07587008676188733,1307.8880808455237,2023,12,1,0,1019.1387536513078,78.28974526739162
2023-12-06,943.6275447196025,24,B,South,1,3.5564313879788254,39.31781436331677,-0.5957300458605989,983.6174929061378,-0.09379260886986607,1245.5300139910894,2023,12,2,0,1017.9336473167407,79.1895505975994
2023-12-07,917.7779604433568,35,B,North,0,2.363847894571954,26.22222744123877,-0.8598446069260607,981.545225991076,-0.027393842433803495,1245.5300139910894,2023,12,3,0,1015.9185166756101,80.983538452002
2023-12-08,1024.3687211491913,23,B,South,0,4.990689053058636,44.53777048474745,0.22923178504227917,971.0961899635641,0.11614003092244984,1245.5300139910894,2023,12,4,0,1013.0682178739592,79.04407893249974
2023-12-09,1024.4966571108723,32,B,West,1,2.0542059179871113,32.01552053471476,0.23053895308037115,976.6965321437193,0.0001248924913848093,1245.5300139910894,2023,12,5,1,1011.1333852810282,77.98823347361869
2023-12-10,949.305682462887,29,B,North,0,2.1165218830970787,32.734678705616794,-0.5377144568395038,981.2473038783104,-0.07339308930497368,1245.5300139910894,2023,12,6,1,1006.731875909789,77.61392743799483
2023-12-11,952.8961694381677,21,A,North,0,4.722689022249593,45.376008068484175,-0.5010291515226618,979.1094115359485,0.00378222425253516,1385.2731490654721,2023,12,0,0,1000.8101522005468,74.55837937893175
2023-12-12,1023.2049937357637,35,A,West,1,1.0985776185452907,29.23442839245039,0.21734156074649696,976.5253898656917,0.07378434980911974,1385.2731490654721,2023,12,1,0,1001.5136391862964,74.6704538215256
2023-12-13,855.1915658502676,32,A,North,0,3.7867559514927875,26.724736432820862,-1.4993124590962679,963.8916785986437,-0.16420309606980332,1385.2731490654721,2023,12,2,0,994.413514810322,78.15677793938774
2023-12-14,859.2536225623445,38,C,South,0,3.9013055629435125,22.61193743585117,-1.4578089550527193,955.5310589013563,0.0047498792952176405,1307.8880808455237,2023,12,3,0,990.7561914177116,81.86736307053141
2023-12-15,928.1555778747564,24,D,East,1,4.345514309641597,38.673149078114854,-0.7538127325443088,941.7863241478656,0.08018814643683703,1244.5751979616825,2023,12,4,0,987.2808228385754,82.24995285198654
2023-12-16,978.6552848288153,31,B,West,0,4.897757242553901,31.56952531705856,-0.23783894381447107,935.2375566790004,0.05440866613083384,1245.5300139910894,2023,12,5,1,987.003142514095,82.2650441528933
2023-12-17,1031.0907565598004,36,C,South,0,4.902407676626609,28.641409904438902,0.2979132544603775,946.9211386928451,0.05357910241107722,1307.8880808455237,2023,12,6,1,987.7161811827791,82.56072439356122
2023-12-18,1147.5356216949551,33,B,West,1,1.2611070302658556,34.77380671802894,1.4876725989369635,974.726774729529,0.11293367183667624,1245.5300139910894,2023,12,0,0,990.6501784878213,86.6623959439607
2023-12-19,1085.7659623202019,29,A,West,1,4.28735729101161,37.440205597248344,0.8565496261811517,983.6640559558772,-0.05382809753959272,1385.2731490654721,2023,12,1,0,996.2364461759396,87.22925589332189
2023-12-20,984.0061470036572,29,C,North,1,3.5852397346295253,33.93124644840197,-0.1831672477621344,1002.06613897779,-0.09372168482707954,1307.8880808455237,2023,12,2,0,988.7286934904434,77.40354782369756
2023-12-21,998.0983792097311,30,A,North,1,3.5893685374923647,33.269945973657705,-0.03918180939823623,1021.9011042131309,0.014321284728744166,1385.2731490654721,2023,12,3,0,992.0186974024333,75.55110361738852
2023-12-22,899.7470635362191,27,B,South,0,1.5133997064587792,33.32396531615626,-1.0440728084844701,1017.8427450219115,-0.09853869891200906,1245.5300139910894,2023,12,4,0,992.7242282295997,74.54740448792482
2023-12-23,998.148686400761,22,B,West,0,3.6007486657826133,45.370394836398226,-0.03866780261440146,1020.6275166750465,0.10936587275739496,1245.5300139910894,2023,12,5,1,988.8021481979582,70.85188982605699
2023-12-24,971.1341361079861,23,D,North,1,4.929930322404991,42.22322330904287,-0.31468524323195485,1012.0622851819302,-0.027064655457482045,1244.5751979616825,2023,12,6,1,985.2010770883479,68.81689130132118
2023-12-25,1032.271856033809,29,B,North,0,4.647274278157788,35.59558124254514,0.3099809753884495,995.5960329446236,0.0629549695069358,1245.5300139910894,2023,12,0,0,984.1964062326346,67.86422165793574
2023-12-26,917.2769056447677,32,A,West,0,2.756522643219402,28.66490330139899,-0.8649640652037991,971.5261677052758,-0.11139986982777428,1385.2731490654721,2023,12,1,0,979.3444847232458,67.24865140140811
2023-12-27,1051.9346514241172,27,B,South,1,1.1597918931443774,38.960542645337675,0.5108828745576188,981.2302397653415,0.14680163094774157,1245.5300139910894,2023,12,2,0,981.1164623468727,68.46761883511383
2023-12-28,1153.2738913002577,32,D,South,1,2.4491739600008193,36.03980910313305,1.5463025769622767,1003.3981700639882,0.09633606017155794,1244.5751979616825,2023,12,3,0,989.2164399618341,73.95197568841824
2023-12-29,989.1239851543143,33,D,West,0,4.30556124640222,29.973454095585282,-0.13087644252829606,1016.1663017237161,-0.1423338440106996,1244.5751979616825,2023,12,4,0,988.6012242729988,73.87066127000193
2023-12-30,1040.1711722098942,33,A,South,1,3.805996405860664,31.520338551814973,0.39069114860702886,1022.1695139821637,0.0516084816683684,1385.2731490654721,2023,12,5,1,992.1974690517023,73.660260306718
2023-12-31,1069.0143991711113,24,C,North,1,2.8373746223758256,44.54226663212964,0.6853928407953174,1036.1524087054672,0.027729308148329412,1307.8880808455237,2023,12,6,1,991.2475499126801,72.42875454259105
2024-01-01,959.8779528114163,25,B,West,1,1.2204061406353244,38.39511811245665,-0.42969374313181097,1025.8104225308398,-0.10209071687370797,1245.5300139910894,2024,1,0,0,990.4003396114014,72.64910638030142
2024-01-02,1022.4092481810417,26,D,North,0,2.7075789112932105,39.32343262234776,0.20921114032428847,1040.8293286074504,0.06514504806207455,1244.5751979616825,2024,1,1,0,993.8989718734109,71.53357864137239
2024-01-03,1001.2592400781795,33,B,East,1,2.876099758871534,30.341189093278164,-0.00688614955559816,1033.5899841294593,-0.02068644052319557,1245.5300139910894,2024,1,2,0,995.0122326815269,71.37409267706927
2024-01-04,1009.7676098548832,27,B,East,0,4.714222131576544,37.39880036499567,0.08004694480065355,1013.08908678012,0.008497669171112276,1245.5300139910894,2024,1,3,0,993.961381495771,70.89969643514
2024-01-05,922.6990216144534,37,C,South,0,3.564344414328638,24.937811394985225,-0.8095643433330084,1003.5998062744256,-0.08622636276968987,1307.8880808455237,2024,1,4,0,993.2637640589327,71.51235012505715
2024-01-06,1002.4510174258943,35,D,East,0,2.2466116666185956,28.641457640739837,0.005290671073920276,998.2112127338543,0.08643338070511697,1244.5751979616825,2024,1,5,1,996.0861992916838,70.08708505396777
2024-01-07,1049.7998291245449,26,B,North,1,3.1012730578028855,40.37691650479019,0.4890706222374748,995.4662741557734,0.04723304268794437,1245.5300139910894,2024,1,6,1,996.9339028908623,70.59292730884899
2024-01-08,1145.1143607795043,33,D,East,1,1.2642212312886403,34.70043517513649,1.4629336995769102,1021.9286181512144,0.09079305312370334,1244.5751979616825,2024,1,0,0,1000.9544930131501,75.48241826044371
2024-01-09,1095.9270826085208,22,A,North,1,4.890272942598948,49.814867391296396,0.9603694708719956,1032.4311659265684,-0.04295403136635245,1385.2731490654721,2024,1,1,0,1005.8418730180044,76.75888518056473
2024-01-10,1215.3182457511557,29,A,South,1,2.440239607722904,41.90752571555709,2.180232208760938,1063.0110238798509,0.10894079089501152,1385.2731490654721,2024,1,2,0,1014.5892755617709,85.02483589267717
2024-01-11,923.265243711195,31,B,South,1,2.9114694196525432,29.782749797135324,-0.8037790471770503,1050.653543002181,-0.24030989665546454,1245.5300139910894,2024,1,3,0,1011.2579505609518,86.61854051045582
2024-01-12,1087.2320636720679,29,D,North,0,2.4211358969476904,37.490760816278204,0.8715293144766185,1074.158263296126,0.1775944898583912,1244.5751979616825,2024,1,4,0,1018.9926338216786,82.46231425924564
2024-01-13,1018.3342005738352,26,B,East,0,3.7300469204648006,39.166700022070586,0.16757490360201235,1076.4272894601177,-0.06336996985310916,1245.5300139910894,2024,1,5,1,1024.295319755395,76.75336505924409
2024-01-14,1218.9802933217672,34,D,South,0,3.648928633318372,35.85236156828727,2.217648674587884,1100.595927202578,0.19703363849988254,1244.5751979616825,2024,1,6,1,1033.9894769369619,82.35360697028005
2024-01-15,919.1701714644848,34,D,West,1,3.8612892421165426,27.034416807778967,-0.8456198828908035,1068.318185871861,-0.2459515740326601,1244.5751979616825,2024,1,0,0,1032.0066398248175,84.42197614936758
